original_class,predicted_class,num_iteration,confidence
338,190,0,0.8727014660835266
338,357,0,0.8317261934280396
338,335,0,0.9879631996154785
338,416,0,0.5146465301513672
338,714,0,0.5634499788284302
338,357,0,0.7971696257591248
338,298,0,0.37218329310417175
338,332,0,0.8797814846038818
338,103,0,0.6291749477386475
338,766,0,0.9999451637268066
338,384,0,0.9211241006851196
338,744,0,0.3083327114582062
338,211,0,0.8747797608375549
338,183,0,0.196035236120224
338,818,0,0.1831500232219696
338,354,0,0.4972679615020752
338,335,0,0.8881980776786804
338,361,0,0.7897418737411499
338,164,0,0.8666120767593384
338,335,0,0.3307866156101227
338,188,0,0.13727371394634247
338,303,0,0.3174825608730316
338,584,0,0.16624455153942108
338,113,0,0.23978731036186218
338,78,0,0.1862258017063141
338,337,0,0.9220584034919739
338,220,0,0.27147600054740906
338,335,0,0.9519261121749878
338,332,0,0.6077874302864075
338,461,0,0.3273492157459259
338,181,0,0.919322669506073
338,152,0,0.3400209844112396
338,490,0,0.17872978746891022
338,261,0,0.8847898244857788
338,262,0,0.9764177799224854
338,190,0,0.6981960535049438
338,294,0,0.3550723195075989
938,729,0,0.08907603472471237
938,183,0,0.12868481874465942
938,984,0,0.9676700830459595
938,936,0,0.7437229156494141
938,956,0,0.6958921551704407
938,885,0,0.5017356872558594
938,812,0,0.301919549703598
938,940,0,0.329751193523407
938,738,1,0.11559873074293137
938,909,0,0.22375531494617462
938,956,0,0.1559602916240692
938,926,0,0.9769441485404968
938,939,0,0.5315985679626465
938,996,0,0.4352343678474426
938,937,0,0.9557967782020569
938,532,0,0.39475277066230774
938,996,0,0.9265989661216736
938,993,0,0.5029187798500061
938,956,0,0.9892677664756775
938,739,0,0.9359849691390991
938,937,0,0.9885146021842957
938,937,0,0.9287972450256348
938,930,0,0.5974652171134949
938,937,1,0.5328790545463562
938,996,0,0.41916143894195557
938,567,0,0.9130999445915222
938,991,0,0.7254000902175903
938,164,0,0.13274036347866058
938,936,0,0.9650213122367859
938,937,0,0.9524825215339661
938,371,1,0.048629820346832275
938,937,1,0.8700259327888489
938,556,0,0.2842799425125122
938,943,0,0.8091931939125061
938,766,0,1.0
938,126,0,0.5525612235069275
938,584,0,0.8927263021469116
938,956,1,0.9696851968765259
938,937,0,0.35946333408355713
938,5,0,0.2501675486564636
938,996,0,0.607878565788269
938,937,0,0.9922271966934204
938,121,0,0.24867179989814758
938,167,0,0.514019250869751
938,956,0,0.9612271189689636
938,946,0,0.33957213163375854
938,969,0,0.5410445332527161
938,937,0,0.9996190071105957
938,384,0,0.6984027624130249
938,846,0,0.8398163318634033
938,956,0,0.4743085503578186
938,937,0,0.18705935776233673
938,335,0,0.1967863142490387
938,885,0,0.6056172251701355
938,937,0,0.8044989109039307
938,956,0,0.9994338154792786
938,939,0,0.4499209523200989
938,996,0,0.975409984588623
938,936,0,0.2956709861755371
938,936,0,0.9928681254386902
938,107,0,0.21169079840183258
938,885,0,0.2186226099729538
938,996,0,0.5137135982513428
938,940,0,0.4265076220035553
938,944,0,0.16265425086021423
938,993,0,0.21351325511932373
938,926,0,0.10163773596286774
938,996,0,0.41777145862579346
938,654,0,0.30560675263404846
938,940,0,0.9737979173660278
938,996,0,0.5260894298553467
938,937,0,0.8794344663619995
938,766,0,0.7286186814308167
938,936,0,0.9824714064598083
938,956,0,0.9977725148200989
938,937,0,0.9983062744140625
938,684,0,0.03633981943130493
938,941,0,0.5317721366882324
938,943,0,0.9676721096038818
938,936,0,0.8949815034866333
938,937,0,0.9308502078056335
938,392,0,0.6630428433418274
938,168,0,0.2692899703979492
938,937,0,0.874133825302124
938,558,0,0.9727283716201782
938,956,0,0.999885082244873
938,926,0,0.383314847946167
938,766,0,0.9988043308258057
938,551,0,0.7099269032478333
938,926,0,0.30767521262168884
938,936,0,0.6107646226882935
938,846,0,0.5133012533187866
938,940,0,0.7269780039787292
938,956,0,0.9291245937347412
938,660,0,0.07452124357223511
938,973,0,0.45329636335372925
938,921,0,0.07960297167301178
938,191,0,0.21117952466011047
938,392,0,0.2644266188144684
938,936,0,0.9503055810928345
309,310,0,0.3183453381061554
309,946,0,0.9979966282844543
309,381,0,0.9421576261520386
309,126,0,0.9346504211425781
309,384,0,0.14813129603862762
309,985,0,0.9750251173973083
309,73,0,0.47361135482788086
309,128,0,0.37389281392097473
309,73,0,0.9106653928756714
309,275,0,0.3741612434387207
309,310,0,0.9660924673080444
309,946,0,0.9999302625656128
309,946,0,0.9998499155044556
309,392,0,0.6192666888237
309,599,0,0.9952470660209656
309,126,0,0.5850093960762024
309,318,0,0.3671875
309,73,0,0.975225031375885
309,946,0,0.9990708827972412
309,738,0,0.05911216884851456
309,946,0,0.9980543851852417
309,946,0,0.998583197593689
309,28,0,0.47338011860847473
309,392,0,0.9840821027755737
309,946,0,0.9991814494132996
309,310,0,0.9624429941177368
309,946,0,0.9998519420623779
309,676,0,0.9315299391746521
309,995,0,0.5695065855979919
309,26,0,0.5578659772872925
309,73,0,0.6952953934669495
309,985,0,0.13834010064601898
309,116,0,0.17829032242298126
309,310,0,0.48839589953422546
309,73,0,0.984870195388794
309,73,0,0.571488082408905
309,987,0,0.09998944401741028
309,384,0,0.8488181829452515
309,126,0,0.9993233680725098
309,73,0,0.2356749027967453
309,985,0,0.9994550347328186
309,989,0,0.5564773082733154
309,798,0,0.9422775506973267
309,210,0,0.929832935333252
309,26,0,0.05419319495558739
309,946,0,0.9379066228866577
309,946,0,0.9987295269966125
309,73,0,0.9039703607559204
309,946,0,0.6381356120109558
309,946,0,0.9865368008613586
309,126,0,0.718582808971405
309,68,0,0.14658299088478088
309,946,0,0.8219505548477173
309,302,0,0.8607318997383118
309,73,0,0.4647526144981384
309,984,0,0.9943583607673645
309,126,0,0.964722216129303
309,26,0,0.12134052067995071
309,985,0,0.8783397078514099
309,362,0,0.36060574650764465
309,126,0,0.3399031162261963
309,946,0,0.3061351776123047
309,303,0,0.6611770391464233
309,599,0,0.9817188382148743
309,10,0,0.12165651470422745
309,946,0,0.9592778086662292
309,126,0,0.536578357219696
309,946,0,0.9890299439430237
309,190,0,0.26665961742401123
309,73,0,0.9280915856361389
309,946,0,0.9993665814399719
309,335,0,0.1583632528781891
309,95,0,0.8106088638305664
309,946,0,0.9860497117042542
309,382,0,0.0842868983745575
309,73,0,0.9199060797691345
309,26,0,0.27609142661094666
309,985,0,0.9940127730369568
309,325,0,0.1743437498807907
309,116,0,0.2043035924434662
309,126,0,0.9987102746963501
309,126,0,0.994524359703064
309,883,0,0.4879908263683319
309,94,0,0.15180450677871704
309,738,0,0.6561344861984253
309,856,0,0.9833837747573853
309,78,0,0.9968083500862122
309,653,0,0.20440904796123505
309,996,0,0.6859392523765564
309,73,0,0.920076310634613
309,631,0,0.9365055561065674
309,986,0,0.1127815768122673
309,995,0,0.3870941400527954
309,985,0,0.9614525437355042
309,946,0,0.2859129011631012
309,103,0,0.30475902557373047
309,381,0,0.4890432059764862
309,986,0,0.6092575788497925
309,356,0,0.1442883014678955
309,392,0,0.39090827107429504
50,103,0,0.9938759207725525
50,296,0,0.08448949456214905
50,43,0,0.9969287514686584
50,68,0,0.19759228825569153
50,26,0,0.37417101860046387
50,62,0,0.41074928641319275
50,937,0,0.7210806608200073
50,449,0,0.9581118226051331
50,103,0,0.8262200355529785
50,660,0,0.4527371823787689
50,126,0,0.8676844835281372
50,357,0,0.6212670207023621
50,183,0,0.7406463027000427
50,979,0,0.27755749225616455
50,669,0,0.22171278297901154
50,49,0,0.9637894034385681
50,73,0,0.22171367704868317
50,49,0,0.4208933115005493
50,663,0,0.0943530797958374
50,912,0,0.5291581153869629
50,977,0,0.2315961718559265
50,979,0,0.6367912888526917
50,28,0,0.8136277794837952
50,26,0,0.21104755997657776
50,32,0,0.3130894899368286
50,912,0,0.6995596885681152
50,979,0,0.31999197602272034
50,970,0,0.1943926215171814
50,212,0,0.612325131893158
50,194,0,0.4695001542568207
50,80,0,0.19497859477996826
50,821,0,0.3863685429096222
50,43,0,0.8915892243385315
50,335,0,0.9073981046676636
50,32,0,0.2636258602142334
50,26,0,0.2929720878601074
50,384,0,0.8565858602523804
50,80,0,0.18747176229953766
50,912,0,0.40959635376930237
50,147,0,0.5025513768196106
50,49,0,0.9827654957771301
50,116,0,0.6982318758964539
50,294,0,0.13217227160930634
50,335,0,0.3553023934364319
50,111,0,0.20644472539424896
50,49,0,0.9934343099594116
50,103,0,0.544181764125824
50,110,0,0.26175838708877563
50,395,0,0.950532078742981
50,611,0,0.39913520216941833
50,912,0,0.981715977191925
50,912,0,0.557348906993866
50,47,0,0.5333444476127625
50,103,0,0.4839155375957489
50,34,0,0.9968210458755493
50,996,0,0.10295677930116653
50,49,0,0.8861422538757324
50,62,0,0.49258777499198914
50,103,0,0.9999117851257324
50,357,0,0.8131229281425476
50,116,0,0.32837846875190735
50,302,0,0.39213791489601135
50,335,0,0.9690936207771301
50,389,0,0.6326385140419006
50,976,0,0.6733436584472656
50,147,0,0.5748298168182373
50,28,0,0.5913373231887817
50,975,0,0.4022441506385803
50,126,0,0.6728072166442871
50,633,0,0.10890007764101028
50,147,0,0.9974234104156494
50,43,0,0.9772552847862244
50,62,0,0.49040964245796204
50,49,0,0.7809868454933167
50,360,0,0.3644903302192688
50,974,0,0.21351709961891174
50,921,0,0.47260987758636475
50,103,0,0.9814410209655762
50,103,0,0.30953630805015564
50,979,0,0.874745786190033
50,32,0,0.9427762627601624
50,103,0,0.9197067022323608
50,49,0,0.9919661283493042
50,103,0,0.9917111396789551
50,47,0,0.27566903829574585
50,912,0,0.15930791199207306
50,335,0,0.761798083782196
50,26,0,0.9524656534194946
50,912,0,0.21529316902160645
50,392,0,0.24113449454307556
50,556,0,0.16921550035476685
50,384,0,0.6787822246551514
50,126,0,0.5002687573432922
50,413,0,0.7122465372085571
50,912,0,0.06922727823257446
50,912,0,0.6050154566764832
50,335,0,0.4697381258010864
50,335,0,0.2126195877790451
50,80,0,0.12471437454223633
50,701,0,0.24075071513652802
567,937,0,0.3914380371570587
567,891,0,0.9900584816932678
567,577,0,0.9487790465354919
567,641,0,0.5587257742881775
567,969,1,0.5127983093261719
567,827,0,0.43423548340797424
567,62,0,0.7585747241973877
567,926,0,0.9673509001731873
567,451,0,0.8976088762283325
567,715,0,0.41995322704315186
567,969,0,0.8269674181938171
567,633,0,0.9286091923713684
567,891,0,0.9372546076774597
567,451,0,0.24136888980865479
567,577,0,0.6565065383911133
567,891,0,0.7360739707946777
567,891,0,0.9696272611618042
567,891,0,0.9912193417549133
567,577,0,0.9711001515388489
567,252,0,0.16752523183822632
567,763,0,0.13748300075531006
567,926,0,0.5611812472343445
567,835,0,0.19179445505142212
567,116,0,0.2243538200855255
567,362,0,0.5961340665817261
567,891,0,0.9947338104248047
567,633,0,0.9980658888816833
567,926,0,0.6847649216651917
567,959,0,0.26731452345848083
567,633,0,0.9220651984214783
567,926,0,0.7594926357269287
567,891,0,0.9999167919158936
567,810,0,0.18325071036815643
567,766,0,0.6496163606643677
567,521,0,0.653445839881897
567,891,0,0.9261674284934998
567,455,0,0.8338353037834167
567,481,0,0.724947988986969
567,551,0,0.9909186363220215
567,729,0,0.3070746660232544
567,836,0,0.711732804775238
567,494,0,0.6279024481773376
567,633,0,0.9514079093933105
567,766,0,0.9862918257713318
567,902,0,0.16128602623939514
567,451,0,0.326151967048645
567,126,0,0.13899675011634827
567,473,0,0.5911768674850464
567,891,0,0.9983481168746948
567,896,1,0.5576117634773254
567,912,0,0.10684272646903992
567,926,0,0.5609405636787415
567,473,0,0.5040634274482727
567,524,0,0.26510658860206604
567,891,0,0.9988012313842773
567,766,0,0.9992913007736206
567,633,0,0.9417015910148621
567,766,0,0.3937537670135498
567,126,0,0.2518255114555359
567,577,0,0.9192767143249512
567,926,0,0.9651988744735718
567,996,0,0.9998841285705566
567,891,0,0.276826411485672
567,766,0,0.8365142345428467
567,996,0,0.6752327680587769
567,461,0,0.7314486503601074
567,925,0,0.9758917093276978
567,926,0,0.9682301878929138
567,811,0,0.29612216353416443
567,925,0,0.7151504158973694
567,827,0,0.7295669317245483
567,878,0,0.5201051235198975
567,551,0,0.6217389702796936
567,577,0,0.977310061454773
567,925,0,0.21990813314914703
567,996,0,0.21942166984081268
567,116,0,0.9086296558380127
567,633,0,0.7216867804527283
567,926,0,0.9842915534973145
567,891,0,0.2411724030971527
567,909,1,0.394315242767334
567,926,0,0.9810097813606262
567,926,0,0.9896894693374634
567,891,0,0.9692606925964355
567,766,0,0.5167264938354492
567,465,0,0.1762142777442932
567,828,1,0.6177513599395752
567,827,0,0.09140735864639282
567,926,0,0.6925405859947205
567,641,0,0.9989587068557739
567,891,0,0.6772880554199219
567,633,0,0.12873032689094543
567,577,0,0.8213785886764526
567,926,0,0.7715613842010498
567,940,0,0.9988259673118591
567,926,0,0.3674302399158478
567,813,0,0.3517772853374481
567,810,0,0.5112038254737854
567,891,0,0.9453703761100769
567,63,0,0.20713011920452118
900,572,0,0.19178150594234467
900,421,0,0.40165308117866516
900,494,0,0.89223313331604
900,708,0,0.9954367280006409
900,408,1,0.13455134630203247
900,812,0,0.3249242901802063
900,604,0,0.940588653087616
900,540,0,0.5327768921852112
900,540,0,0.30664172768592834
900,733,0,0.5933057069778442
900,437,0,0.9782731533050537
900,812,0,0.7690997123718262
900,604,0,0.9602059721946716
900,708,0,0.8897309899330139
900,437,0,0.9471100568771362
900,494,0,0.9968395233154297
900,807,0,0.9994939565658569
900,604,0,0.9862177968025208
900,437,0,0.8018890619277954
900,405,0,0.30860787630081177
900,540,0,0.9010317921638489
900,540,0,0.9279059767723083
900,872,0,0.9926589131355286
900,807,0,0.28318095207214355
900,540,0,0.9798254370689392
900,335,0,0.3083818554878235
900,540,0,0.8174717426300049
900,437,0,0.3891364634037018
900,604,0,0.27219414710998535
900,540,0,0.20878911018371582
900,540,0,0.4613244831562042
900,464,0,0.1530807614326477
900,540,0,0.962540864944458
900,483,0,0.9220595955848694
900,540,0,0.8722051382064819
900,663,0,0.8684161901473999
900,540,0,0.9992770552635193
900,540,0,0.6402808427810669
900,465,0,0.13403265178203583
900,540,0,0.58594810962677
900,708,0,0.4082086980342865
900,494,0,0.27318477630615234
900,807,0,0.43691322207450867
900,708,0,0.7691463232040405
900,437,0,0.3232176899909973
900,494,0,0.9466562867164612
900,437,0,0.10447696596384048
900,494,0,0.4433920979499817
900,912,0,0.7274047136306763
900,540,0,0.821625292301178
900,872,0,0.978476345539093
900,708,0,0.963314950466156
900,872,0,0.14044450223445892
900,540,0,0.7961146235466003
900,540,0,0.6577053070068359
900,872,0,0.714271068572998
900,540,0,0.19670061767101288
900,872,0,0.9995481371879578
900,494,0,0.9920378923416138
900,540,0,0.9675439596176147
900,289,0,0.2949238121509552
900,540,0,0.9163495898246765
900,812,0,0.5281862616539001
900,653,1,0.3257153630256653
900,405,0,0.3107620179653168
900,795,0,0.378781795501709
900,494,0,0.23858197033405304
900,494,0,0.39919987320899963
900,663,0,0.6366331577301025
900,540,0,0.13564318418502808
900,494,0,0.4632861912250519
900,872,0,0.9977840781211853
900,494,0,0.9997183680534363
900,604,0,0.4016396999359131
900,574,0,0.9964576363563538
900,867,0,0.6908757090568542
900,540,0,0.6952835321426392
900,727,0,0.44208747148513794
900,73,0,0.1967804729938507
900,604,0,0.151138037443161
900,812,0,0.08499807119369507
900,601,0,0.10355493426322937
900,680,0,0.3532089591026306
900,708,0,0.661397397518158
900,437,0,0.4641803205013275
900,856,0,0.860069751739502
900,974,0,0.21461105346679688
900,812,0,0.8999316096305847
900,727,0,0.6841879487037659
900,812,0,0.2142835259437561
900,101,0,0.08219631016254425
900,562,0,0.15364201366901398
900,292,0,0.1527375727891922
900,126,0,0.1887442022562027
900,846,0,0.30671682953834534
900,663,0,0.5270774960517883
900,403,0,0.29062730073928833
900,743,0,0.3829227685928345
900,885,0,0.5443286299705505
900,437,0,0.8389127850532532
954,943,0,0.9281046390533447
954,103,0,0.1614343523979187
954,955,0,0.4962902069091797
954,641,0,0.9968630075454712
954,121,0,0.1678081452846527
954,715,0,0.9405466914176941
954,641,0,0.9997175335884094
954,335,0,0.21877388656139374
954,111,0,0.9959657192230225
954,926,0,0.38845062255859375
954,941,0,0.23415249586105347
954,949,0,0.9846316576004028
954,114,0,0.9359384179115295
954,994,0,0.9430937767028809
954,43,0,0.32452335953712463
954,926,0,0.6326625347137451
954,126,0,0.2347429245710373
954,923,0,0.5588005185127258
954,62,0,0.07509996742010117
954,948,0,0.9421772360801697
954,750,0,0.20982347428798676
954,301,0,0.10211417078971863
954,392,0,0.6285576820373535
954,51,0,0.4630812704563141
954,686,0,0.1278727501630783
954,502,0,0.24131901562213898
954,940,0,0.5747905373573303
954,66,0,0.20558226108551025
954,949,0,0.3084624409675598
954,926,0,0.6713531017303467
954,148,0,0.3010474443435669
954,600,0,0.10662498325109482
954,902,0,0.19951029121875763
954,706,0,0.1337633728981018
954,940,0,0.9496825933456421
954,969,0,0.9876876473426819
954,563,0,0.07136283069849014
954,940,0,0.9693782925605774
954,641,0,0.9142255187034607
954,680,0,0.9999916553497314
954,441,0,0.17640425264835358
954,940,0,0.5272437334060669
954,699,0,0.5006296634674072
954,502,0,0.9712769389152527
954,940,0,0.8784734606742859
954,473,0,0.9956198334693909
954,114,0,0.9818159341812134
954,925,0,0.6739481091499329
954,902,0,0.9946724772453308
954,641,0,0.9811601042747498
954,126,0,0.09811142832040787
954,601,0,0.20896470546722412
954,660,0,0.8908403515815735
954,52,0,0.6629062294960022
954,940,0,0.8858838677406311
954,43,0,0.8484675884246826
954,488,0,0.5021587014198303
954,473,0,0.8718377351760864
954,616,0,0.27081814408302307
954,790,0,0.36380502581596375
954,641,0,0.5031530857086182
954,940,0,0.9861430525779724
954,991,0,0.22719863057136536
954,925,0,0.15075622498989105
954,659,0,0.9041341543197632
954,940,0,0.8870633840560913
954,998,0,0.49677035212516785
954,918,1,0.1512996107339859
954,522,0,0.5224066972732544
954,952,0,0.38397273421287537
954,32,0,0.37322214245796204
954,926,0,0.6626434326171875
954,953,0,0.6041874289512634
954,630,0,0.7918020486831665
954,641,0,0.16512900590896606
954,310,0,0.3489795923233032
954,955,0,0.597554087638855
954,940,0,0.23362982273101807
954,556,0,0.9955452680587769
954,265,0,0.19755534827709198
954,917,0,0.28036046028137207
954,377,0,0.2468927502632141
954,957,0,0.17541193962097168
954,110,0,0.4873620271682739
954,117,0,0.5356114506721497
954,790,0,0.5619645118713379
954,955,0,0.8091629147529602
954,600,0,0.8683301210403442
954,392,0,0.7665512561798096
954,111,0,0.14545376598834991
954,600,1,0.20508499443531036
954,499,0,0.39686283469200134
954,952,0,0.7041224837303162
954,43,0,0.9980754852294922
954,567,0,0.5598964095115662
954,620,0,0.34040388464927673
954,729,0,0.8996312618255615
954,948,0,0.5226942896842957
954,949,0,0.8769473433494568
954,596,0,0.8230689167976379
365,294,0,0.4920401871204376
365,380,0,0.5801371335983276
365,299,0,0.32377228140830994
365,381,0,0.9007368087768555
365,663,0,0.6954363584518433
365,228,0,0.18268254399299622
365,302,0,0.23091714084148407
365,295,0,0.1606266349554062
365,473,0,0.18868884444236755
365,368,0,0.45671695470809937
365,252,1,0.5191200375556946
365,103,0,0.3881891667842865
365,5,0,0.34674131870269775
365,369,0,0.45132899284362793
365,271,0,0.12964366376399994
365,335,0,0.3970794975757599
365,371,1,0.8152182698249817
365,244,1,0.3882378339767456
365,181,0,0.13265161216259003
365,152,1,0.4542993903160095
365,944,0,0.23276792466640472
365,274,0,0.3274199962615967
365,371,0,0.5654931664466858
365,994,0,0.1326083540916443
365,101,0,0.4979831576347351
365,384,1,0.34471046924591064
365,979,0,0.09739559888839722
365,266,0,0.41614559292793274
365,274,0,0.41240474581718445
365,379,0,0.7548851370811462
365,373,0,0.28455018997192383
365,78,0,0.21091675758361816
365,221,0,0.9970884919166565
365,380,0,0.9753944873809814
365,287,0,0.1585562825202942
