original_class,target_class,predicted_class,num_iteration,confidence
3,1,99,99,0.5198235511779785
1,1,1,1,0.9999878406524658
4,1,105,105,0.26931077241897583
2,1,107,107,0.9804429411888123
3,1,109,109,0.8178430795669556
2,1,113,113,0.8008596897125244
2,1,114,114,0.3108175992965698
1,1,115,115,0.743199348449707
2,1,122,122,0.37045496702194214
3,1,123,123,0.9254018068313599
3,1,128,128,0.6174206733703613
3,1,145,145,0.39783623814582825
4,1,146,146,0.4817492961883545
3,1,149,149,0.23427589237689972
4,1,151,151,0.7610244154930115
4,1,187,187,0.4451535642147064
3,1,207,207,0.4292747974395752
5,1,208,208,0.4623905420303345
3,1,235,235,0.24939098954200745
4,1,25,25,0.2954155504703522
2,1,267,267,0.11747650057077408
4,1,281,281,0.3111640512943268
4,1,283,283,0.3783378005027771
4,1,285,285,0.4977240264415741
3,1,286,286,0.4823698103427887
3,1,291,291,0.8797769546508789
4,1,294,294,0.41175246238708496
2,1,30,30,0.553002119064331
3,1,301,301,0.8126203417778015
2,1,308,308,0.27187004685401917
3,1,309,309,0.9804487824440002
3,1,311,311,0.8602369427680969
4,1,313,313,0.2874104678630829
3,1,314,314,0.4549899995326996
3,1,315,315,0.5815251469612122
3,1,319,319,0.8263142108917236
2,1,32,32,0.6007793545722961
2,1,323,323,0.3789072632789612
2,1,325,325,0.4172171950340271
2,1,329,329,0.9207534193992615
3,1,338,338,0.7208399176597595
3,1,341,341,0.3030322194099426
4,1,345,345,0.7891044616699219
4,1,347,347,0.5551828742027283
6,1,349,349,0.5238086581230164
3,1,353,353,0.31242188811302185
4,1,354,354,0.10025769472122192
3,1,365,365,0.45756956934928894
3,1,367,367,0.13331778347492218
3,1,372,372,0.37288835644721985
5,1,386,386,0.6296806931495667
3,1,387,387,0.9042124152183533
4,1,398,398,0.3867151737213135
7,1,400,400,0.7021749019622803
3,1,406,406,0.9279046654701233
5,1,411,411,0.10457563400268555
5,1,414,414,0.2660121023654938
5,1,421,421,0.5100412964820862
5,1,424,424,0.4287043511867523
3,1,425,425,0.3517746329307556
4,1,427,427,0.3699823021888733
3,1,430,430,0.9656076431274414
4,1,435,435,0.12559774518013
7,1,436,436,0.17419752478599548
3,1,437,437,0.4451584815979004
3,1,438,438,0.33635765314102173
5,1,440,440,0.7331151962280273
3,1,445,445,0.07483292371034622
5,1,447,447,0.7492452263832092
5,1,448,448,0.6728308796882629
5,1,457,457,0.2365741729736328
3,1,458,458,0.2029508501291275
3,1,462,462,0.9942381381988525
3,1,463,463,0.2458311915397644
5,1,466,466,0.5853446125984192
5,1,467,467,0.37060782313346863
3,1,470,470,0.5606938004493713
5,1,471,471,0.5914477705955505
5,1,474,474,0.6974195837974548
3,1,480,480,0.11651192605495453
5,1,485,485,0.3561556041240692
3,1,488,488,0.34496551752090454
3,1,492,492,0.1531609445810318
3,1,496,496,0.06990478932857513
3,1,50,50,0.5325154662132263
5,1,500,500,0.21178112924098969
5,1,508,508,0.7852233648300171
3,1,509,509,0.9066029191017151
5,1,511,511,0.21759438514709473
4,1,517,517,0.518471360206604
5,1,525,525,0.6014321446418762
4,1,526,526,0.3480760455131531
4,1,532,532,0.8156890869140625
3,1,542,542,0.04765282943844795
4,1,543,543,0.2099696695804596
6,1,557,557,0.553250253200531
3,1,562,562,0.9299002885818481
5,1,565,565,0.5094377398490906
3,1,567,567,0.38975441455841064
5,1,568,568,0.2318800538778305
5,1,570,570,0.38313135504722595
5,1,573,573,0.8789578676223755
4,1,576,576,0.9695051908493042
3,1,604,604,0.7191317081451416
4,1,605,605,0.1884801983833313
5,1,61,61,0.5754591226577759
4,1,612,612,0.15858423709869385
5,1,614,614,0.3293856382369995
5,1,619,619,0.2890576422214508
3,1,621,621,0.8014278411865234
2,1,625,625,0.42194974422454834
5,1,627,627,0.1629483848810196
3,1,635,635,0.34150469303131104
3,1,645,645,0.2894223630428314
5,1,652,652,0.41588523983955383
5,1,655,655,0.09535228461027145
5,1,675,675,0.6418300271034241
4,1,677,677,0.13324369490146637
6,1,678,678,0.3842850625514984
5,1,682,682,0.3045194447040558
5,1,683,683,0.9248486757278442
7,1,687,687,0.6755009293556213
4,1,69,69,0.371515154838562
5,1,704,704,0.3642336130142212
5,1,707,707,0.9261654019355774
3,1,71,71,0.3560589551925659
5,1,716,716,0.8037323951721191
3,1,720,720,0.1996626853942871
5,1,731,731,0.4759051501750946
5,1,733,733,0.13316185772418976
6,1,734,734,0.5297482013702393
4,1,735,735,0.44836530089378357
5,1,737,737,0.20227324962615967
4,1,739,739,0.2839072346687317
4,1,744,744,0.3071537911891937
4,1,747,747,0.3881482481956482
3,1,75,75,0.6707702875137329
3,1,758,758,0.6698474884033203
3,1,76,76,0.5832335352897644
5,1,760,760,0.3162137567996979
4,1,761,761,0.09262508898973465
5,1,765,765,0.11255787312984467
4,1,768,768,0.124051034450531
5,1,774,774,0.27811354398727417
4,1,779,779,0.27188828587532043
4,1,781,781,0.08169426769018173
3,1,786,786,0.23421573638916016
4,1,79,79,0.3356720805168152
3,1,801,801,0.2352127581834793
5,1,806,806,0.6654449701309204
3,1,808,808,0.12712539732456207
4,1,811,811,0.5090392827987671
3,1,815,815,0.961341381072998
6,1,817,817,0.1439550220966339
5,1,821,821,0.5674376487731934
3,1,826,826,0.06458629667758942
5,1,837,837,0.7133333683013916
4,1,839,839,0.6239832639694214
4,1,842,842,0.3303000330924988
4,1,845,845,0.4542078673839569
5,1,849,849,0.7285346388816833
4,1,850,850,0.5547341704368591
3,1,853,853,0.8922847509384155
3,1,862,862,0.3879454433917999
4,1,866,866,0.1939757913351059
6,1,873,873,0.15230797231197357
7,1,874,874,0.3433832824230194
4,1,877,877,0.3120105266571045
5,1,879,879,0.7003778219223022
3,1,887,887,0.6683593392372131
5,1,888,888,0.4069160521030426
4,1,890,890,0.18007633090019226
3,1,899,899,0.057121142745018005
5,1,900,900,0.5706980228424072
3,1,909,909,0.6972317099571228
6,1,910,910,0.3455216586589813
2,1,917,917,0.22440847754478455
3,1,923,923,0.28731489181518555
2,1,924,924,0.20155632495880127
3,1,928,928,0.5010440945625305
4,1,929,929,0.4256422519683838
4,1,932,932,0.48728492856025696
4,1,935,935,0.23085010051727295
4,1,938,938,0.7262759208679199
3,1,945,945,0.28732407093048096
4,1,947,947,0.5575635433197021
3,1,950,950,0.9931747317314148
5,1,951,951,0.9475236535072327
5,1,954,954,0.855542778968811
3,1,957,957,0.22175189852714539
3,1,962,962,0.6547642350196838
4,1,963,963,0.18453091382980347
3,1,964,964,0.8104845285415649
5,1,967,967,0.1265316754579544
3,1,970,970,0.15285253524780273
4,1,972,972,0.4040759205818176
1,1,973,973,0.33985742926597595
3,1,975,975,0.5889304280281067
5,1,978,978,0.8120676279067993
3,1,988,988,0.7488090395927429
5,1,99,99,0.5911040902137756
1,1,1,1,0.9999397993087769
5,1,105,105,0.1489107757806778
2,1,107,107,0.7383781671524048
6,1,109,109,0.7775902152061462
3,1,113,113,0.9741753339767456
3,1,114,114,0.762915313243866
2,1,115,115,0.5338816046714783
3,1,122,122,0.2982923090457916
4,1,123,123,0.39506208896636963
5,1,128,128,0.8587716817855835
3,1,145,145,0.6213043928146362
5,1,146,146,0.3994934856891632
4,1,149,149,0.5698338747024536
4,1,151,151,0.300077885389328
3,1,187,187,0.052790120244026184
4,1,207,207,0.5518273711204529
4,1,208,208,0.44861674308776855
4,1,235,235,0.17474272847175598
4,1,25,25,0.2970016896724701
3,1,267,267,0.4227869510650635
5,1,281,281,0.3307752311229706
5,1,283,283,0.6888424754142761
4,1,285,285,0.09421095252037048
3,1,286,286,0.3688119351863861
5,1,291,291,0.31074708700180054
2,1,294,294,0.8162934184074402
6,1,30,30,0.7071303725242615
3,1,301,301,0.5081716775894165
4,1,308,308,0.2991793751716614
3,1,309,309,0.1557997763156891
5,1,311,311,0.71934974193573
6,1,313,313,0.5329363346099854
3,1,314,314,0.5226259231567383
6,1,315,315,0.23631761968135834
3,1,319,319,0.8228796720504761
3,1,32,32,0.362304151058197
3,1,323,323,0.17357084155082703
3,1,325,325,0.3464473485946655
2,1,329,329,0.8734107613563538
3,1,338,338,0.11549945175647736
4,1,341,341,0.7598201036453247
4,1,345,345,0.4014187455177307
5,1,347,347,0.6777443885803223
6,1,349,349,0.07781358063220978
7,1,353,353,0.4412347078323364
4,1,354,354,0.09331120550632477
3,1,365,365,0.35588663816452026
5,1,367,367,0.5888384580612183
4,1,372,372,0.2357911765575409
3,1,386,386,0.19209745526313782
3,1,387,387,0.11594685167074203
4,1,398,398,0.34361007809638977
6,1,400,400,0.21702827513217926
5,1,406,406,0.6920228004455566
4,1,411,411,0.653741180896759
5,1,414,414,0.2685806453227997
4,1,421,421,0.13825833797454834
8,1,424,424,0.22448325157165527
5,1,425,425,0.6491923928260803
5,1,427,427,0.1465485394001007
4,1,430,430,0.7790460586547852
2,1,435,435,0.3661264479160309
8,1,436,436,0.1538648009300232
3,1,437,437,0.10916133970022202
4,1,438,438,0.8287094235420227
5,1,440,440,0.5651261210441589
3,1,445,445,0.29551973938941956
5,1,447,447,0.15995340049266815
3,1,448,448,0.4041610658168793
2,1,457,457,0.4635636508464813
5,1,458,458,0.27653923630714417
3,1,462,462,0.9796739220619202
3,1,463,463,0.6677939295768738
7,1,466,466,0.34932875633239746
6,1,467,467,0.29853612184524536
3,1,470,470,0.9641518592834473
6,1,471,471,0.2945758104324341
4,1,474,474,0.2878026068210602
3,1,480,480,0.22767464816570282
6,1,485,485,0.09361844509840012
6,1,488,488,0.8865916132926941
5,1,492,492,0.14321459829807281
3,1,496,496,0.9893496036529541
3,1,50,50,0.4953751266002655
8,1,500,500,0.1271117478609085
5,1,508,508,0.4029029309749603
6,1,509,509,0.7100802659988403
8,1,511,511,0.31686124205589294
5,1,517,517,0.8388700485229492
3,1,525,525,0.2494962215423584
4,1,526,526,0.19114646315574646
4,1,532,532,0.13063845038414001
5,1,542,542,0.5143416523933411
5,1,543,543,0.6912853717803955
3,1,557,557,0.6105461716651917
1,1,562,562,0.6492570638656616
7,1,565,565,0.3584526777267456
4,1,567,567,0.4561536908149719
5,1,568,568,0.9650086760520935
7,1,570,570,0.28961625695228577
7,1,573,573,0.26130348443984985
3,1,576,576,0.19754117727279663
2,1,604,604,0.3101246953010559
6,1,605,605,0.6038720011711121
6,1,61,61,0.5380774736404419
4,1,612,612,0.1479768455028534
3,1,614,614,0.28353777527809143
3,1,619,619,0.7443090081214905
6,1,621,621,0.20927509665489197
3,1,625,625,0.46594712138175964
6,1,627,627,0.1143881231546402
3,1,635,635,0.6126193404197693
3,1,645,645,0.7229976058006287
4,1,652,652,0.07186189293861389
5,1,655,655,0.5524436235427856
4,1,675,675,0.10785272717475891
3,1,677,677,0.13177619874477386
7,1,678,678,0.5147687196731567
4,1,682,682,0.18166999518871307
4,1,683,683,0.13499262928962708
8,1,687,687,0.2823091745376587
5,1,69,69,0.4152553379535675
5,1,704,704,0.8209108710289001
5,1,707,707,0.17049969732761383
5,1,71,71,0.37021929025650024
3,1,716,716,0.3627336025238037
3,1,720,720,0.6956301927566528
3,1,731,731,0.8015071153640747
3,1,733,733,0.08628951758146286
9,1,734,734,0.2308216691017151
3,1,735,735,0.8974082469940186
5,1,737,737,0.7073335647583008
4,1,739,739,0.20550324022769928
3,1,744,744,0.4781346321105957
3,1,747,747,0.4745596647262573
3,1,75,75,0.4690784215927124
5,1,758,758,0.6732192635536194
5,1,76,76,0.7280905842781067
4,1,760,760,0.660790205001831
5,1,761,761,0.2356322705745697
5,1,765,765,0.11005838960409164
5,1,768,768,0.673393964767456
5,1,774,774,0.9185566902160645
5,1,779,779,0.5605535507202148
5,1,781,781,0.23455484211444855
5,1,786,786,0.8290174603462219
3,1,79,79,0.4476955235004425
4,1,801,801,0.8025341629981995
5,1,806,806,0.44569066166877747
3,1,808,808,0.9697922468185425
3,1,811,811,0.19784589111804962
3,1,815,815,0.918654203414917
6,1,817,817,0.20596307516098022
5,1,821,821,0.21651192009449005
6,1,826,826,0.5696938633918762
6,1,837,837,0.6181769967079163
7,1,839,839,0.6024196147918701
3,1,842,842,0.913821280002594
5,1,845,845,0.7397591471672058
6,1,849,849,0.5638493299484253
3,1,850,850,0.1830453872680664
5,1,853,853,0.21465259790420532
3,1,862,862,0.9442946910858154
5,1,866,866,0.3390040397644043
7,1,873,873,0.1455598920583725
7,1,874,874,0.16999557614326477
5,1,877,877,0.20528677105903625
3,1,879,879,0.8033665418624878
4,1,887,887,0.7214710116386414
7,1,888,888,0.10314036160707474
4,1,890,890,0.17906062304973602
3,1,899,899,0.3818718492984772
3,1,900,900,0.34196072816848755
4,1,909,909,0.2625764012336731
6,1,910,910,0.22154349088668823
3,1,917,917,0.4047245979309082
3,1,923,923,0.2816326916217804
5,1,924,924,0.39237186312675476
3,1,928,928,0.6606720089912415
3,1,929,929,0.9343861937522888
5,1,932,932,0.6913500428199768
6,1,935,935,0.3152492642402649
5,1,938,938,0.8013493418693542
3,1,945,945,0.8675301671028137
5,1,947,947,0.6884455680847168
5,1,950,950,0.6088148951530457
3,1,951,951,0.6281188726425171
7,1,954,954,0.5053040385246277
2,1,957,957,0.534400999546051
5,1,962,962,0.690316915512085
5,1,963,963,0.8753273487091064
5,1,964,964,0.5359917283058167
6,1,967,967,0.24514362215995789
4,1,970,970,0.19933182001113892
4,1,972,972,0.11136887222528458
3,1,973,973,0.16307564079761505
3,1,975,975,0.8527477979660034
3,1,978,978,0.2944676876068115
3,1,988,988,0.4258984327316284
5,1,99,99,0.33625081181526184
1,1,1,1,0.9999960660934448
3,1,105,105,0.8573293089866638
2,1,107,107,0.6153779625892639
4,1,109,109,0.5622658729553223
2,1,113,113,0.5969399809837341
2,1,114,114,0.7926611304283142
3,1,115,115,0.5731287598609924
2,1,122,122,0.38810792565345764
3,1,123,123,0.8086072206497192
5,1,128,128,0.31082963943481445
3,1,145,145,0.7932001352310181
7,1,146,146,0.643532395362854
6,1,149,149,0.6923283338546753
4,1,151,151,0.318088173866272
5,1,187,187,0.13924694061279297
5,1,207,207,0.6797694563865662
5,1,208,208,0.5731008052825928
7,1,235,235,0.1483251005411148
3,1,25,25,0.4141917824745178
4,1,267,267,0.20609311759471893
3,1,281,281,0.40171632170677185
4,1,283,283,0.08965718746185303
4,1,285,285,0.2744210958480835
4,1,286,286,0.10850106924772263
6,1,291,291,0.39552170038223267
6,1,294,294,0.3104720413684845
3,1,30,30,0.8891703486442566
3,1,301,301,0.4777540862560272
3,1,308,308,0.975716769695282
3,1,309,309,0.9651340246200562
3,1,311,311,0.48081880807876587
3,1,313,313,0.7079551219940186
2,1,314,314,0.8370378017425537
5,1,315,315,0.7068827748298645
2,1,319,319,0.7812572121620178
2,1,32,32,0.8463871479034424
3,1,323,323,0.4697825312614441
3,1,325,325,0.36399558186531067
4,1,329,329,0.8171948194503784
2,1,338,338,0.1315641552209854
4,1,341,341,0.2697422206401825
3,1,345,345,0.9833099246025085
5,1,347,347,0.23545491695404053
7,1,349,349,0.38608938455581665
5,1,353,353,0.5363528728485107
5,1,354,354,0.20395904779434204
5,1,365,365,0.267654150724411
6,1,367,367,0.5945632457733154
5,1,372,372,0.9265713691711426
5,1,386,386,0.2065376192331314
7,1,387,387,0.20140841603279114
3,1,398,398,0.7260750532150269
6,1,400,400,0.7012969851493835
5,1,406,406,0.907535970211029
4,1,411,411,0.31862255930900574
5,1,414,414,0.7739080786705017
5,1,421,421,0.6054189801216125
4,1,424,424,0.22961637377738953
3,1,425,425,0.9519233107566833
3,1,427,427,0.33639243245124817
4,1,430,430,0.7087100148200989
5,1,435,435,0.4396536350250244
5,1,436,436,0.2877015471458435
5,1,437,437,0.4408204257488251
2,1,438,438,0.183009073138237
4,1,440,440,0.5030592083930969
6,1,445,445,0.4569007456302643
3,1,447,447,0.10708024352788925
3,1,448,448,0.831017792224884
3,1,457,457,0.6174650192260742
6,1,458,458,0.2699301242828369
3,1,462,462,0.4925331473350525
4,1,463,463,0.32754015922546387
4,1,466,466,0.17092038691043854
5,1,467,467,0.1307956427335739
2,1,470,470,0.4341823160648346
3,1,471,471,0.4832988679409027
5,1,474,474,0.34394603967666626
4,1,480,480,0.38428014516830444
3,1,485,485,0.5528692007064819
4,1,488,488,0.8629381656646729
4,1,492,492,0.1800508201122284
4,1,496,496,0.09273121505975723
2,1,50,50,0.7230728268623352
5,1,500,500,0.3101833760738373
3,1,508,508,0.38346436619758606
4,1,509,509,0.45257169008255005
4,1,511,511,0.2269824892282486
4,1,517,517,0.618539571762085
3,1,525,525,0.5385956168174744
5,1,526,526,0.4302431344985962
5,1,532,532,0.16580460965633392
4,1,542,542,0.5328549146652222
4,1,543,543,0.8728612661361694
4,1,557,557,0.3602543771266937
3,1,562,562,0.8415436148643494
4,1,565,565,0.13398440182209015
2,1,567,567,0.7236921191215515
6,1,568,568,0.553287148475647
5,1,570,570,0.8174802660942078
5,1,573,573,0.18451225757598877
4,1,576,576,0.160458505153656
2,1,604,604,0.12343219667673111
4,1,605,605,0.5230321288108826
3,1,61,61,0.7528709173202515
6,1,612,612,0.373065322637558
6,1,614,614,0.409658819437027
3,1,619,619,0.8268195986747742
4,1,621,621,0.09652797132730484
4,1,625,625,0.4936179220676422
5,1,627,627,0.35490983724594116
3,1,635,635,0.4160805344581604
4,1,645,645,0.1897355169057846
7,1,652,652,0.2333536148071289
4,1,655,655,0.0326659269630909
4,1,675,675,0.33700206875801086
3,1,677,677,0.8827373385429382
3,1,678,678,0.12272091954946518
6,1,682,682,0.4287499189376831
3,1,683,683,0.7216582894325256
6,1,687,687,0.18996144831180573
5,1,69,69,0.9461639523506165
4,1,704,704,0.7717835903167725
5,1,707,707,0.5261057615280151
4,1,71,71,0.5656469464302063
4,1,716,716,0.10361775010824203
3,1,720,720,0.4857659637928009
3,1,731,731,0.4138205647468567
4,1,733,733,0.34188443422317505
7,1,734,734,0.3827584981918335
3,1,735,735,0.8005463480949402
5,1,737,737,0.8906105160713196
3,1,739,739,0.17308703064918518
3,1,744,744,0.6154442429542542
4,1,747,747,0.8080155849456787
3,1,75,75,0.2477658987045288
2,1,758,758,0.8256868124008179
3,1,76,76,0.4485855996608734
7,1,760,760,0.862108588218689
3,1,761,761,0.2845151424407959
4,1,765,765,0.08803563565015793
6,1,768,768,0.5266847014427185
4,1,774,774,0.18078257143497467
4,1,779,779,0.34369388222694397
4,1,781,781,0.2602047026157379
3,1,786,786,0.4871942400932312
5,1,79,79,0.4153217077255249
4,1,801,801,0.2317424863576889
4,1,806,806,0.27296701073646545
3,1,808,808,0.8195961713790894
2,1,811,811,0.7904157638549805
3,1,815,815,0.35142338275909424
4,1,817,817,0.7234748005867004
4,1,821,821,0.8069347739219666
4,1,826,826,0.6333476901054382
3,1,837,837,0.7611345052719116
4,1,839,839,0.4474356770515442
5,1,842,842,0.8845272660255432
3,1,845,845,0.1261134147644043
3,1,849,849,0.4799824357032776
5,1,850,850,0.4951763451099396
3,1,853,853,0.6534833312034607
3,1,862,862,0.7729310393333435
3,1,866,866,0.3229261636734009
5,1,873,873,0.9718821048736572
6,1,874,874,0.30086439847946167
5,1,877,877,0.47277209162712097
3,1,879,879,0.5258902311325073
5,1,887,887,0.4995124936103821
3,1,888,888,0.8549707531929016
5,1,890,890,0.6204553246498108
3,1,899,899,0.618537962436676
3,1,900,900,0.3743956685066223
3,1,909,909,0.5413734316825867
5,1,910,910,0.40756282210350037
3,1,917,917,0.4773126244544983
3,1,923,923,0.09746968746185303
3,1,924,924,0.22011175751686096
6,1,928,928,0.19364875555038452
3,1,929,929,0.9824830293655396
5,1,932,932,0.4870205223560333
5,1,935,935,0.1795346736907959
5,1,938,938,0.3005944788455963
3,1,945,945,0.8682859539985657
3,1,947,947,0.8642525672912598
4,1,950,950,0.314027339220047
5,1,951,951,0.4332285225391388
5,1,954,954,0.7650509476661682
4,1,957,957,0.6560478806495667
3,1,962,962,0.13169869780540466
3,1,963,963,0.1623772233724594
4,1,964,964,0.15672753751277924
3,1,967,967,0.2043677717447281
4,1,970,970,0.3724420666694641
5,1,972,972,0.5727156400680542
3,1,973,973,0.8703891038894653
4,1,975,975,0.6804311275482178
5,1,978,978,0.633971631526947
3,1,988,988,0.9224534630775452
5,1,99,99,0.590487003326416
1,1,1,1,1.0
6,1,105,105,0.849559485912323
3,1,107,107,0.7996297478675842
5,1,109,109,0.23771733045578003
3,1,113,113,0.9191634058952332
6,1,114,114,0.9529000520706177
4,1,115,115,0.9154453277587891
2,1,122,122,0.3185480535030365
3,1,123,123,0.8181633353233337
8,1,128,128,0.7583704590797424
8,1,145,145,0.7872986197471619
6,1,146,146,0.7258901596069336
5,1,149,149,0.5515336394309998
5,1,151,151,0.22754661738872528
5,1,187,187,0.773887574672699
5,1,207,207,0.5805270075798035
6,1,208,208,0.48433199524879456
8,1,235,235,0.3574722111225128
6,1,25,25,0.6562060117721558
6,1,267,267,0.744640588760376
5,1,281,281,0.36991259455680847
4,1,283,283,0.9362080693244934
5,1,285,285,0.7849708795547485
